# This file is generated by MACS								
# ARGUMENTS LIST:								
# name = GR_Dex_Peaks								
# ChIP-seq file = signal.bed								
# control file = bg.bed								
# effective genome size = 2.70e+09								
# tag size = 25								
# band width = 300								
# model fold = 20								
# pvalue cutoff = 1.00e-10								
"# Ranges for calculating regional lambda are : 1000,5000,10000"								
# d = 67								
chr	start	end	length	summit	tags	something	fold_enrichment	FDR(%)
chr2	225583728	225584010	283	117	39	277.18	27.91	3.4
chr2	226031461	226031696	236	83	17	106.16	14.56	19.71
chr2	226567996	226568234	239	97	19	124.27	17.79	14.01
chr2	226572726	226572984	259	177	41	362.69	42.06	2.54
chr2	226574109	226574367	259	83	21	137.17	17.79	11.66
chr2	226575460	226575790	331	193	39	269.83	31.17	3.56
chr2	226687888	226688391	504	339	96	569.41	19.09	1.23
chr2	226688761	226689110	350	157	46	301.13	23.71	3.22
chr2	226691363	226691944	582	420	73	146.62	8.3	10.06
chr2	226784429	226784671	243	72	25	184.24	22.65	6.85
chr2	226820504	226820947	444	277	63	470.75	39.3	1.74
chr2	226902031	226902536	506	296	70	302.79	16.26	3.23
chr2	226976329	226976770	442	276	82	342.02	13.1	2.75
chr2	227051337	227051652	316	182	45	110.25	7.11	18.1
chr2	227137664	227137943	280	130	22	140.04	19.41	10.99
chr2	227151940	227152146	207	80	32	284.69	35.59	3.35
chr2	227156592	227156918	327	140	30	166.92	13.15	8.07
chr2	227223011	227223479	469	274	77	416.33	19.8	2.11
chr2	227308858	227309179	322	166	31	205.17	20.89	5.62
chr2	227311704	227312290	587	217	141	931.54	35.91	0.89
chr2	227328036	227328531	496	290	117	1186.97	71.17	1.01
chr2	227329104	227329408	305	171	29	201.24	19.41	5.76
chr2	227698500	227698805	306	150	28	153.49	19.75	9.31
chr2	227726769	227727100	332	149	49	197.33	13.11	5.96
chr2	227727939	227728278	340	167	50	365.87	30.8	2.48
chr2	227753140	227753596	457	279	64	300.28	16.94	3.23
chr2	227839844	227840155	312	143	31	176.34	19.47	7.44
chr2	227840392	227840729	338	172	39	167.91	16.26	7.98
chr2	227840757	227841222	466	130	179	1403.76	32.52	1.21
chr2	227937593	227937814	222	150	23	108.42	13.82	18.86
chr2	227939755	227940302	548	224	151	790.98	25.43	0.91
chr2	227961605	227962102	498	273	142	330.22	12.24	2.84
chr2	227980570	227981170	601	311	198	755.38	14.59	0.9
chr2	228023343	228023641	299	154	37	212.71	20.09	5.34
chr2	228076452	228076729	278	188	35	138.37	9.87	11.37
chr2	228077676	228077996	321	144	46	345.18	32.78	2.68
chr2	228083121	228083308	188	94	21	124.91	15.24	13.96
chr2	228150546	228150814	269	156	23	153.5	22.65	9.31
chr2	228226425	228226758	334	179	39	169.62	14.14	7.88
chr2	228228460	228228714	255	121	31	133.25	12.36	12.25
chr2	228230150	228230586	437	218	108	950.09	67.94	0.91
chr2	228334560	228334815	256	122	19	101.2	15.36	22.27
chr2	228390857	228392243	1387	456	947	3100	18.92	1.07
chr2	228412723	228412960	238	176	37	286.94	25.02	3.32
chr2	228426791	228427176	386	134	41	200.53	17.16	5.76
chr2	228431030	228431645	616	420	127	970.54	45.73	0.94
chr2	228436982	228437455	474	180	260	2265.14	44.72	0.94
chr2	229753664	229753957	294	111	151	409.2	8.24	2.16
chr2	229980053	229980556	504	207	365	3100	62.95	1.07
chr2	229981200	229981756	557	382	137	660.73	16.68	0.98
chr2	229983369	229983598	230	165	20	101.98	11.47	21.89
chr2	230006390	230006599	210	82	22	166.1	24.26	8.15
chr2	230007010	230007318	309	160	48	417.01	43.67	2.1
chr2	230017886	230018363	478	175	243	1846.29	44.2	0.77
chr2	230028417	230028788	372	157	54	362.68	26.02	2.54
chr2	230158973	230159349	377	182	50	341.86	35.19	2.77
chr2	230298886	230299205	320	185	36	136.91	12.51	11.71
chr2	230494505	230495352	848	468	177	137.08	5.46	11.69
chr2	230531817	230532015	199	141	18	128.26	16.18	13.25
chr2	230792885	230793374	490	279	59	179.56	9.36	7.28
chr2	231233186	231233521	336	188	51	333.29	27.59	2.86
chr2	231260586	231260889	304	171	25	117.51	16.57	15.72
chr2	231263180	231263437	258	160	22	101.7	10.52	22.05
chr2	231452327	231452737	411	180	42	230.31	16.48	4.67
chr2	231602537	231602770	234	128	44	229.72	15.14	4.69
chr2	231623228	231623694	467	206	77	219.49	10.03	5.07
chr2	231706343	231706607	265	138	20	125.65	21.03	13.79
chr2	232177009	232178301	1293	829	475	737.3	11.23	0.92
chr2	232247382	232248090	709	311	188	577.28	13.15	1.15
chr2	232282963	232283605	643	428	226	146.84	6.14	10.05
chr2	232951151	232951760	610	310	125	386.27	13.19	2.3
chr2	233205952	233206788	837	141	103	229.57	8.9	4.71
chr2	233552991	233553433	443	190	78	190.3	8.56	6.5
chr2	233560910	233561755	846	207	223	275.56	8.72	3.49
chr2	233612176	233612522	347	167	39	171.84	17.16	7.7
chr2	233706219	233706474	256	105	24	129.81	13.01	12.94
chr2	233860229	233860482	254	107	27	193.09	24.09	6.25
chr2	233870354	233870750	397	257	163	1722	81.3	0.81
chr2	233886371	233886574	204	116	23	116.76	13.96	15.91
chr2	233924132	233924487	356	205	70	321.32	12.76	2.98
chr2	233960965	233961894	930	468	227	514.39	11.59	1.53
chr2	233973206	233973564	359	185	49	144.92	12.09	10.2
chr2	233986879	233987297	419	231	145	292.18	9.5	3.3
chr2	233995352	233996373	1022	449	264	384.09	10.74	2.29
chr2	234060057	234061016	960	200	295	799.16	9.16	0.92
chr2	234087467	234087827	361	203	43	328.45	27.5	2.88
chr2	234093487	234093754	268	155	28	168.15	20.91	7.97
chr2	234130456	234131212	757	261	216	999.17	18.68	0.92
chr2	234149998	234150224	227	83	21	126.52	16.26	13.61
chr2	234242051	234242352	302	129	38	273.6	25.75	3.5
chr2	234273118	234273954	837	607	223	1010.16	17.34	0.93
chr2	234286739	234287246	508	296	64	157.78	6.74	8.87
chr2	234318508	234319467	960	509	276	1138.18	19.27	1.02
chr2	234329983	234330657	675	385	186	951.53	21.95	0.92
chr2	234406142	234406727	586	324	146	132.02	4.95	12.51
chr2	234547855	234548346	492	212	108	116.76	5.13	15.91
chr2	234655783	234656312	530	342	91	412.54	18.43	2.09
chr2	234767371	234767846	476	124	39	139.46	11.38	11.16
chr2	234776420	234777117	698	225	216	910.52	16.83	0.87
chr2	234815439	234815764	326	183	34	147.23	10.84	10.01
chr2	234817175	234817511	337	100	38	222.78	17.34	4.91
chr2	234825219	234825642	424	262	47	124.27	9.29	14
chr2	234936255	234936800	546	279	122	290.58	9.49	3.29
chr2	234942130	234942780	651	421	329	2236.17	39.1	0.91
chr2	234949727	234949904	178	93	29	213.04	22.93	5.31
chr2	235041918	235042231	314	148	45	206.84	16.89	5.58
chr2	235253075	235253417	343	196	64	185.84	8.28	6.8
chr2	235253475	235253873	399	205	92	410.91	19.83	2.11
chr2	235436041	235436444	404	198	134	1084.35	52.32	1.01
chr2	235562493	235562939	447	108	48	197.19	13.24	5.99
chr2	235571853	235572190	338	204	46	181.61	13.83	7.15
chr2	235595063	235595452	390	171	86	667.02	44	0.99
chr2	235599484	235599885	402	290	77	263.99	10.96	3.66
chr2	235659827	235660483	657	374	142	774.12	26.91	0.93
chr2	235661214	235661530	317	147	37	161.72	12.02	8.46
chr2	235716022	235716328	307	187	30	110.16	8.81	18.13
chr2	235735817	235736337	521	166	103	575.2	28.14	1.21
chr2	235765393	235765651	259	73	40	254.51	23.49	3.91
chr2	235836917	235837387	471	182	88	272.87	12.94	3.49
chr2	235904370	235904862	493	241	114	379.26	11.32	2.33
chr2	235906503	235906828	326	166	50	162.95	9.35	8.33
chr2	235990193	235990475	283	124	22	108.45	14.78	18.85
chr2	236407385	236407598	214	73	28	148.27	14.71	9.92
chr2	237319171	237319523	353	229	41	183.4	10.35	6.98
chr2	237562149	237562523	375	183	48	256.01	23.96	3.85
chr2	237598302	237598817	516	254	222	1716.79	42.18	0.8
chr2	237671279	237671663	385	192	79	678.5	43.78	1.01
chr2	237729804	237730338	535	222	98	519.51	15.01	1.49
chr2	237751691	237752170	480	311	55	143.81	7.68	10.35
chr2	237755177	237755545	369	214	75	394.85	19.23	2.24
chr2	237755651	237756199	549	268	174	863.62	18.97	0.96
chr2	237757633	237757917	285	213	38	106.47	5.95	19.54
chr2	237796543	237797222	680	134	98	380.43	11.38	2.3
chr2	237801023	237801409	387	270	42	121.96	8.64	14.4
chr2	237807718	237808058	341	154	76	630.42	44.93	1.03
chr2	237808806	237809365	560	224	76	382.3	14.71	2.31
chr2	237863610	237864074	465	298	179	1653.61	69.92	1.12
chr2	237864749	237865091	343	124	49	186.02	10.16	6.79
chr2	238005545	238006586	1042	406	370	1553.06	18.51	1.11
chr2	238006787	238007173	387	189	70	261.74	13.82	3.73
chr2	238022903	238023309	407	193	63	293.46	18.2	3.28
chr2	238059570	238060128	559	137	70	101.24	5.08	22.24
chr2	238060288	238061140	853	649	192	131.96	3.56	12.51
chr2	238071770	238072223	454	172	115	378.88	11.03	2.33
chr2	238073833	238074762	930	626	382	215.89	3.54	5.23
chr2	238075365	238076290	926	696	460	1389.47	14.34	1.19
chr2	238079063	238079376	314	145	58	149.05	6.94	9.83
chr2	238099100	238099547	448	235	98	417.54	19.43	2.08
chr2	238114167	238114549	383	200	59	167.09	10.48	8.05
chr2	238717034	238717352	319	185	55	133.73	9.07	12.17
chr2	238858921	238859494	574	265	217	1098.75	22.6	1.03
chr2	238863382	238864007	626	328	335	968.15	9.55	0.94
chr2	238864197	238864861	665	316	268	901.08	13.84	0.86
chr2	238873063	238873557	495	316	102	618.11	29.81	1.11
chr2	238991008	238991412	405	131	109	774.9	27.78	0.93
chr2	238991614	238991861	248	105	58	447.16	28.54	1.89
chr2	238996582	238996969	388	200	45	108.08	6.55	18.97
chr2	239012680	239013264	585	187	213	702.52	11.21	0.98
chr2	239170434	239170878	445	232	142	932.39	26.76	0.9
chr2	239257811	239258145	335	112	65	128.73	7.03	13.12
chr2	239301444	239301676	233	66	22	115.44	11.18	16.34
chr2	239827101	239827584	484	249	154	1189.65	46.07	1.01
chr2	239861640	239862404	765	226	262	369.77	6.03	2.4
chr2	239866815	239867304	490	278	119	348.92	8.62	2.6
chr2	240113819	240114130	312	246	71	129.64	6.25	12.96
chr2	240613198	240613938	741	281	357	160.22	5.98	8.59
chr2	240723909	240724662	754	441	159	164.12	8.28	8.23
chr2	240839057	240840159	1103	543	909	3100	20.64	1.07
chr2	240907916	240908274	359	153	53	231.79	14.52	4.65
chr2	240962068	240962942	875	720	254	904.53	24.9	0.86
chr2	240974442	240974860	419	261	54	100.44	7.5	22.64
chr2	241166279	241166802	524	315	88	278.62	12.05	3.38
chr2	241579759	241580200	442	242	67	153.53	10.32	9.3
chr2	241669523	241669992	470	285	43	105.26	6.29	20.18
chr2	241681163	241681917	755	377	163	332.58	10.14	2.85
chr2	241873351	241873668	318	169	30	195.59	26.61	6.09
chr2	242128619	242128932	314	183	44	121.32	8.32	14.61
chr2	242330058	242330428	371	212	51	160.43	9.23	8.58
chr2	242397886	242398087	202	117	24	125.52	12.26	13.81
chr2	242593964	242594480	517	239	130	539.04	15.58	1.41
chr2	242595146	242595325	180	72	34	214.43	17.12	5.27
chr2	242611414	242611730	317	132	34	129.14	11.71	13.04
chr2	242675470	242675732	263	130	38	107.68	9.24	19.11
chr20	291958	292426	469	284	77	119.8	6.32	15.07
chr20	295856	296333	478	248	153	696	16.74	0.96
chr20	300093	300980	888	495	317	557.36	9.66	1.38
chr20	324957	325912	956	700	389	2716.96	43.36	1.12
chr20	330343	331021	679	216	192	526.96	8.33	1.46
chr20	599144	599528	385	184	67	294.43	17.17	3.29
chr20	630368	630807	440	218	116	681.29	25.92	1.02
chr20	819924	820358	435	206	69	297.13	13.55	3.23
chr20	1770416	1770696	281	177	30	115.26	12.36	16.4
chr20	1927375	1927714	340	155	33	113.24	8.39	17.04
chr20	1960787	1961119	333	196	33	126.3	10.6	13.62
chr20	2034171	2034588	418	182	53	108.33	5.75	18.89
chr20	2184825	2185175	351	173	41	211.96	17.67	5.41
chr20	3052133	3052524	392	209	77	368.52	22.58	2.43
chr20	3054766	3055102	337	129	52	240.45	16.02	4.45
chr20	3150444	3150878	435	294	99	276.94	8.01	3.4
chr20	3151489	3151868	380	214	76	188.57	6.35	6.65
chr20	3241684	3242192	509	213	220	1928.48	42.93	0.84
chr20	3372217	3372455	239	65	27	207.91	21.03	5.51
chr20	3471806	3472089	284	111	25	111.05	13.55	17.81
chr20	3740081	3740951	871	470	495	456.24	5.9	1.84
chr20	4030921	4031354	434	262	81	438.67	16.89	1.97
chr20	4038190	4038634	445	180	88	142.59	5.42	10.59
chr20	4044755	4045042	288	149	46	188.01	13.71	6.71
chr20	4099368	4101444	2077	374	718	2332.38	15.63	1.02
chr20	4130693	4130985	293	162	58	393.27	26.02	2.27
chr20	4502491	4503010	520	167	163	442.25	11.92	1.92
chr20	4503979	4504330	352	182	57	235.53	11.47	4.59
chr20	4690290	4690591	302	94	51	140.94	9.25	10.93
chr20	4890480	4890732	253	120	30	100.26	10.67	22.7
chr20	4895546	4895867	322	130	33	125.24	7.45	13.9
chr20	4895957	4896345	389	163	61	234.56	13.39	4.61
chr20	4902175	4902577	403	156	67	220.2	11.23	5
chr20	4962005	4962274	270	84	26	123.65	10.84	14.15
chr20	5001604	5002341	738	504	254	551.91	8.13	1.36
chr20	5442809	5443148	340	203	44	168.64	11.21	7.91
chr20	5460277	5460662	386	199	50	174.46	14.41	7.52
chr20	5576589	5576958	370	192	77	234.19	12.49	4.62
chr20	5583078	5583614	537	355	79	131.11	7.08	12.72
chr20	5585721	5586646	926	641	362	1298.07	16.07	1.15
chr20	5624540	5625209	670	237	174	498.7	12.14	1.68
chr20	5630582	5630847	266	135	22	114.32	13.74	16.68
chr20	5631102	5631277	176	55	22	129.58	14.45	12.95
chr20	5643115	5644010	896	511	103	382.92	9.76	2.31
chr20	5653239	5653608	370	165	54	175.03	9.84	7.52
chr20	5660416	5660780	365	160	47	167.13	11.02	8.03
chr20	5665859	5666448	590	309	222	397.28	7.18	2.24
chr20	5689388	5689776	389	262	80	640.25	33.61	0.98
chr20	5689784	5689959	176	93	20	139.38	21.6	11.17
chr20	5694654	5695249	596	262	257	2431.8	47.23	1.13
chr20	5708141	5708571	431	233	99	508.76	19.13	1.56
chr20	5710521	5711416	896	463	152	669.33	20.05	1
chr20	5874570	5874972	403	203	89	503.91	24.36	1.62
chr20	5899114	5899359	246	135	30	117.39	11.03	15.76
chr20	5901768	5902217	450	159	38	140.33	9.76	10.98
chr20	5908473	5908789	317	168	31	152.81	14.35	9.38
chr20	7639135	7639411	277	212	27	134.92	10.52	11.99
chr20	7917208	7917458	251	134	21	132.16	14.78	12.44
chr20	7950168	7950497	330	179	51	155.53	11.02	9.14
chr20	8512144	8512368	225	88	19	104.64	17.67	20.51
chr20	8685031	8685383	353	173	78	486.52	28.62	1.7
chr20	8944385	8944538	154	109	16	125.39	19.41	13.84
chr20	8944570	8944821	252	113	24	169.98	22.65	7.84
chr20	8996847	8998182	1336	1165	290	126.8	3.69	13.52
chr20	9004429	9004678	250	113	32	217.52	21.21	5.15
chr20	9126738	9127091	354	238	47	278.14	20.09	3.37
chr20	9127986	9128274	289	134	34	193.38	18.61	6.24
chr20	9128762	9129732	971	326	399	2484.11	33.63	0.88
chr20	9229113	9229671	559	225	86	542.31	24.87	1.39
chr20	9230271	9230806	536	384	118	570.71	14.87	1.2
chr20	9235121	9235645	525	240	269	2107.28	45.71	0.79
chr20	9263606	9263850	245	93	21	124.08	13.11	14.05
chr20	9272918	9273599	682	515	138	1117.26	36.01	1.06
chr20	9389341	9389624	284	120	21	107.93	13.76	19.04
chr20	9522827	9523370	544	269	96	593.31	21.95	1.09
chr20	10100665	10101445	781	469	315	469.04	5.39	1.76
chr20	10179436	10179964	529	223	149	104.17	5.58	20.67
chr20	10211822	10212164	343	159	58	233.53	12.08	4.64
chr20	10243799	10244100	302	177	29	124.32	10.57	14
chr20	10279631	10279947	317	192	50	147.09	11.15	10.02
chr20	10280813	10281485	673	382	228	410.32	8.88	2.1
chr20	10298415	10298830	416	184	66	223.35	11.26	4.88
chr20	10299006	10299473	468	196	63	251.07	12.78	3.99
chr20	10314903	10315160	258	96	32	202.67	19.51	5.71
chr20	10362151	10362974	824	224	313	440.99	8.96	1.94
chr20	10433500	10434002	503	187	124	814.59	29.27	0.94
chr20	10440014	10440535	522	365	129	517.37	14.27	1.54
chr20	10532992	10533587	596	324	371	2649.48	34.67	1.06
chr20	10634487	10635169	683	286	150	314.97	6.55	3.13
chr20	10777630	10778129	500	243	77	164.85	8.28	8.24
chr20	10785916	10786430	515	215	110	226.04	7.81	4.8
chr20	10790016	10790716	701	311	363	2810.9	43.65	1.22
chr20	10827161	10827548	388	165	51	369.25	33.88	2.39
chr20	10890365	10890932	568	148	77	508.48	29.04	1.56
chr20	10923490	10923851	362	146	76	615.84	46.61	1.14
chr20	10930378	10931106	729	342	165	373	9.76	2.36
chr20	11124975	11125239	265	138	39	203.68	14.14	5.68
chr20	11136361	11136855	495	231	79	122.54	5.58	14.34
chr20	11158332	11158912	581	459	90	409.03	21.68	2.16
chr20	11382118	11382492	375	190	51	237.36	20.33	4.53
chr20	12867384	12867613	230	81	23	136.61	19.61	11.77
chr20	13480491	13480722	232	167	21	146.66	19.41	10.05
chr20	13492549	13492858	310	163	37	285.84	27.5	3.32
chr20	14148624	14149146	523	200	115	355.88	13.98	2.57
chr20	14217014	14217534	521	391	51	315.76	23.83	3.08
chr20	14335121	14335568	448	165	68	225.35	9.41	4.85
chr20	14693450	14693856	407	202	98	792.2	52.61	0.91
chr20	14704420	14704904	485	226	162	1094	35.57	1.03
chr20	14773968	14774539	572	353	82	459.62	26.53	1.85
chr20	14807606	14807905	300	210	32	148.03	13.01	9.94
chr20	14864536	14864832	297	110	42	318.92	40.32	3.01
chr20	14888767	14889145	379	203	56	251.62	15.66	3.98
chr20	14914542	14915250	709	412	150	310.03	6.72	3.16
chr20	14915389	14915749	361	168	38	115.2	11.85	16.45
chr20	14933923	14934244	322	161	60	561.26	59.85	1.36
chr20	14973901	14974210	310	215	39	245.08	22.77	4.25
chr20	16188697	16189042	346	190	31	104.81	8.88	20.43
chr20	16216891	16217525	635	366	271	2190	35.33	0.86
chr20	16280039	16280479	441	192	101	631.73	29.45	1.04
chr20	16503430	16503905	476	263	168	553.54	15.11	1.37
chr20	17491393	17491755	363	185	49	218.47	11.61	5.1
chr20	17516545	17516799	255	126	34	257.37	30.32	3.84
chr20	17608647	17609346	700	284	163	334.03	10.02	2.83
chr20	17761914	17762205	292	107	33	155.65	15.79	9.11
chr20	17803895	17804273	379	216	128	363.96	9.86	2.49
chr20	17928146	17928608	463	215	86	568.7	28.24	1.23
chr20	17934778	17935012	235	137	56	335.86	20.46	2.83
chr20	18181165	18181616	452	229	85	341.42	14.98	2.76
chr20	19594276	19594489	214	119	22	112.64	12.65	17.29
chr20	19638962	19639443	482	276	217	1501.38	35.69	1.16
chr20	19665769	19666043	275	67	30	105.5	8.71	20.09
chr20	19752396	19752716	321	255	48	130.64	7.07	12.8
chr20	19813610	19814121	512	322	56	101.63	6.18	22.07
chr20	19842862	19843151	290	155	39	147.37	11.02	10
chr20	19893031	19893603	573	205	314	2264.22	32.52	0.94
chr20	19903670	19904465	796	637	154	173.75	7.38	7.52
chr20	19921591	19921879	289	99	31	106.69	6.39	19.48
chr20	19939196	19939773	578	442	81	594.88	44.72	1.1
chr20	20014510	20014753	244	157	29	178.91	20.33	7.33
chr20	20477354	20477667	314	149	36	201.75	17.85	5.74
chr20	21493010	21493457	448	276	115	814.1	36.76	0.94
chr20	22270036	22270537	502	287	103	549.38	22.02	1.35
chr20	22275385	22275660	276	100	27	109.21	12.57	18.5
chr20	22322636	22323168	533	232	108	490.63	15.33	1.71
chr20	22340171	22341111	941	440	189	404.14	7.54	2.13
chr20	22399973	22400678	706	206	145	293.25	10.33	3.28
chr20	22646120	22646419	300	186	34	126.49	9.03	13.62
chr20	22656843	22657240	398	179	80	456.46	30.02	1.84
chr20	22703960	22704944	985	636	488	2265.86	20.33	0.95
chr20	22715024	22715331	308	135	42	150.27	11.33	9.66
chr20	22723350	22723669	320	148	62	342.07	23.06	2.75
chr20	22724516	22724876	361	144	64	171.26	6.62	7.76
chr20	22728819	22729099	281	122	57	349.99	20.24	2.6
chr20	22735665	22736059	395	177	48	155.47	7.62	9.13
chr20	22756568	22756772	205	93	24	122.76	11.27	14.28
chr20	22850274	22850549	276	161	28	116.41	12.57	15.96
chr20	22850593	22851092	500	342	71	438.94	22.8	1.97
chr20	22871426	22871669	244	142	20	101.48	16.48	22.12
chr20	22938181	22938672	492	179	176	1171.78	23.23	0.99
chr20	22968276	22969079	804	540	435	3100	55.68	1.07
chr20	23090937	23091278	342	169	44	167.72	15.14	7.97
chr20	23225404	23225806	403	153	46	192.49	11.26	6.29
chr20	23551448	23551962	515	306	99	593.49	25.67	1.1
chr20	23563768	23564253	486	254	108	296.59	13.17	3.26
chr20	23565839	23566847	1009	127	229	280.61	6.47	3.37
chr20	23685475	23685858	384	246	35	208.08	21.68	5.51
chr20	23904955	23905281	327	216	68	292.01	16.05	3.3
chr20	23910120	23910571	452	294	141	335.55	9.43	2.83
chr20	23910716	23911619	904	259	216	350.02	7.64	2.6
chr20	23922777	23923504	728	635	146	151.83	4.2	9.5
chr20	24701347	24701654	308	149	43	125.09	7.54	13.94
chr20	24977062	24977499	438	170	86	403.34	15.77	2.15
chr20	25045861	25046205	345	204	51	128.39	8.43	13.2
chr20	25106707	25107022	316	143	37	100.11	10.05	22.76
chr20	25135517	25135879	363	139	38	110.38	9.38	18.06
chr20	25151749	25152261	513	182	121	308.9	7.68	3.14
chr20	25154143	25154746	604	161	182	677.5	14.48	1.01
chr20	25161841	25162508	668	343	212	417.74	9.9	2.08
chr20	25162974	25163850	877	648	350	1849.83	25.02	0.77
chr20	25165966	25167090	1125	567	853	3100	15.33	1.07
chr20	25204917	25205834	918	461	460	3002.66	40.65	1.49
chr20	25205964	25207898	1935	686	741	3100	39.92	1.07
chr20	25219191	25219828	638	244	161	380.15	10.64	2.32
chr20	25229995	25230860	866	591	269	860.49	15.83	0.96
chr20	25237232	25240146	2915	1952	1768	3100	17.82	1.07
chr20	25433591	25433930	340	171	55	188.68	10.62	6.63
chr20	25775892	25776417	526	176	70	129.58	6.16	12.95
chr20	25835713	25835971	259	122	19	111.15	16.26	17.78
chr20	25840863	25841025	163	97	18	123.96	17.51	14.08
chr20	25849790	25850101	312	124	24	149.1	19.41	9.81
chr20	25929964	25930287	324	161	28	112.87	10.06	17.19
chr20	26267232	26267593	362	233	69	112.32	6.15	17.4
chr20	28042251	28042799	549	145	74	227.56	8.13	4.75
chr20	29612214	29612598	385	183	46	110.52	7.97	18.03
chr20	29623992	29624956	965	560	600	516.18	5.74	1.53
chr20	29644654	29645597	944	307	414	488.51	5.5	1.7
chr20	29646935	29648132	1198	889	796	2310.62	12.27	0.99
chr20	29655410	29656022	613	475	308	430.2	5.2	2.05
chr20	29659527	29660495	969	623	593	738.65	6.41	0.92
